filename,width,height,class,xmin,ymin,xmax,ymax
ruler_84_jpg.rf.65d85444e31ece9aac55d13426b4b28f.jpg,224,224,ruler,8,97,217,139
pencil_26_jpg.rf.65fc708ab495c1f05675d7bb8df3f2a6.jpg,224,224,pencil,98,14,128,216
ruler_219_jpg.rf.6304fba88b5877ed288dd15a7aae986b.jpg,224,224,ruler,116,88,201,190
pencil_30_jpg.rf.6626747637181cce45351cd280ada0a0.jpg,224,224,pencil,16,107,214,121
compa_16_jpg.rf.6657e435810bfdb71aad1a87145d5685.jpg,224,224,compa,4,5,220,203
pencil_22_jpg.rf.66ab63c5de374ac02cafd9e18c6c6728.jpg,224,224,pencil,4,50,222,174
calculator_136_jpg.rf.6692253ba6651a123c3209f1db0cdf1e.jpg,224,224,calculator,46,54,178,183
compa_240_jpg.rf.66ec631176d9acfebfae97ffbdd8c217.jpg,224,224,compa,52,53,160,205
pencil_78_jpg.rf.66f3cf25404368dcebf3a37166bdbfee.jpg,224,224,pencil,28,34,195,188
calculator_226_jpg.rf.66ce85d13ff897b6bdbd833484e8984e.jpg,224,224,calculator,11,1,219,224
pens_206_jpg.rf.6710017b39d589ae84d164d5f9711a16.jpg,224,224,pen,65,37,155,205
pens_125_jpg.rf.6784e43421b0357e0e0305b43875a90f.jpg,224,224,pen,39,99,207,160
pencil_158_jpg.rf.676c4d056fb966e51762e66fcbff42b7.jpg,224,224,pencil,32,93,164,121
calculator_156_jpg.rf.6761c4872ce6b1ce2d528e05fc6d8166.jpg,224,224,calculator,17,41,127,188
calculator_88_jpg.rf.67ca00b4b11f7f2bc2b516349805b643.jpg,224,224,calculator,10,48,214,173
ruler_72_jpg.rf.6792baa409dd20c834879267b81ac0f1.jpg,224,224,ruler,6,4,219,218
calculator_72_jpg.rf.67db849a3ab9d4cba7222826e39a48a0.jpg,224,224,calculator,65,18,160,208
pencil_112_jpg.rf.67d7ed62b31b2b5819f216205bb4beb2.jpg,224,224,pencil,59,51,147,203
ruler_23_jpg.rf.6777b7cc54bad12b1ed937db77ffbe37.jpg,224,224,ruler,18,52,213,156
pencil_4_jpg.rf.6830455ac770f18134faa5bc52362309.jpg,224,224,pencil,4,108,218,119
calculator_11_jpg.rf.68041f65801343d9e2392c359616466a.jpg,224,224,calculator,28,4,180,223
ruler_103_jpg.rf.6842fafd2f1f2cfbb2a2977cc71438f3.jpg,224,224,ruler,16,23,208,206
ruler_90_jpg.rf.685e820f501625890cf2982d5257278f.jpg,224,224,ruler,22,23,200,199
ruler_101_jpg.rf.6890e88c349eab8fbd55358dfec3a74c.jpg,224,224,ruler,22,12,204,212
pens_49_jpg.rf.686d4ac987f6ce55997a4d86542b045a.jpg,224,224,pen,102,8,122,215
pens_233_jpg.rf.689bb384b5d8c02d35c1b95589fb789f.jpg,224,224,pen,63,26,149,172
compa_54_jpg.rf.68a45aa13bc1459728a14fe05c56c3e9.jpg,224,224,compa,64,3,166,223
ruler_130_jpg.rf.68a84d5afa030edbb0378684c807273d.jpg,224,224,ruler,55,117,205,135
ruler_31_jpg.rf.692da48f9b8a0c4eafa874fb9962a0a7.jpg,224,224,ruler,36,6,188,220
ruler_126_jpg.rf.68c5a962a6e17ea559dc0e267c400b47.jpg,224,224,ruler,78,1,224,213
ruler_175_jpg.rf.68d9d7438b1b50a8892ae04b5831ffb4.jpg,224,224,ruler,9,36,205,155
pens_24_jpg.rf.69360f7a78638fc27ee4e99dcbb7eae1.jpg,224,224,pen,102,8,122,219
calculator_211_jpg.rf.698f3fa3b3971028338f2f4620fbc4b3.jpg,224,224,calculator,44,5,212,201
pens_212_jpg.rf.69cf69b13611893736277c01417dc696.jpg,224,224,pen,13,85,174,98
pens_231_jpg.rf.697f0923bdf8867255d95f8fcce18a5d.jpg,224,224,pen,32,107,178,139
compa_50_jpg.rf.69b34ce152bf2c838644d60d7fbb4e40.jpg,224,224,compa,6,69,222,199
compa_50_jpg.rf.69b34ce152bf2c838644d60d7fbb4e40.jpg,224,224,pencil,24,21,174,139
pens_12_jpg.rf.69718c863f62c3306ac52b510ef1d8db.jpg,224,224,pen,99,2,119,223
pens_194_jpg.rf.69e86e8fd5034d4dcc6c3c95a551f751.jpg,224,224,pen,87,19,125,169
compa_73_jpg.rf.6a1bae984dfa503b165229b467436358.jpg,224,224,compa,71,16,154,216
calculator_123_jpg.rf.6a769f00950d948172bf3be065a10ea7.jpg,224,224,calculator,19,44,217,191
ruler_227_jpg.rf.6a510685816b5fffe4b0c9156025c131.jpg,224,224,ruler,11,33,212,187
ruler_199_jpg.rf.6a6d9813280743acc7c140b876a1ce37.jpg,224,224,ruler,33,95,190,176
pencil_51_jpg.rf.69c5025a522b9e42992ccf5fcc810431.jpg,224,224,pencil,14,82,209,140
ruler_218_jpg.rf.6a7e61429c9a802f4dafdf3b798ebf51.jpg,224,224,ruler,135,61,193,209
pencil_148_jpg.rf.6aa802e19d7ddd5308257f32b7d749de.jpg,224,224,pencil,11,73,201,116
compa_220_jpg.rf.6b1a30e227fe9de22e96e8861c73938f.jpg,224,224,compa,12,66,216,116
compa_186_jpg.rf.6b404ad4d84cd17f5dcd5e306e5bdb9a.jpg,224,224,compa,31,68,152,130
calculator_195_jpg.rf.6b7dbdda58918433b68bc7fb8b7a22be.jpg,224,224,calculator,6,0,216,208
calculator_247_jpg.rf.6b814cfc9474bc4a60be8c41a7a5111b.jpg,224,224,calculator,31,22,196,216
pencil_201_jpg.rf.6a899212d7f807b5162114d32d0066f5.jpg,224,224,pencil,14,52,198,133
calculator_83_jpg.rf.6b74795b7ccf486ccf05322ce1fa5462.jpg,224,224,calculator,7,36,212,190
compa_18_jpg.rf.6b9106e95740a145ff8ef829ce4cbf5f.jpg,224,224,compa,68,1,154,220
pencil_77_jpg.rf.6bd2ed0d4837aad155685be759a1d1fc.jpg,224,224,pencil,106,29,116,215
compa_141_jpg.rf.6c50aa18cbe5eb3d9e1a1cf9913f824b.jpg,224,224,compa,46,80,182,150
calculator_47_jpg.rf.6c1c0342ba134eed7d933b8b6a28d8c9.jpg,224,224,calculator,10,23,222,219
calculator_47_jpg.rf.6c1c0342ba134eed7d933b8b6a28d8c9.jpg,224,224,pen,0,52,12,100
calculator_30_jpg.rf.6c7d8329ba8d11438dcd2391bfa316e5.jpg,224,224,calculator,28,80,182,118
calculator_128_jpg.rf.6bd73c9d104d115b7dd1fec0f90b26a7.jpg,224,224,compa,1,0,192,223
pencil_110_jpg.rf.6cd07952d431ae98f9a99a887b361fa3.jpg,224,224,pencil,108,63,131,181
pencil_211_jpg.rf.6c8124eb2dfc3c0684945fc93633a8f1.jpg,224,224,pencil,32,75,157,173
compa_145_jpg.rf.6ca92560e83632f4ef11a469e5eb1a55.jpg,224,224,compa,52,60,202,120
compa_54_jpg.rf.6ce4d5018ea5eec9d569b7a6bef0a092.jpg,224,224,compa,3,58,223,160
pens_28_jpg.rf.6cf34828b49cf1ffbd4ed3fa115373c0.jpg,224,224,pen,11,107,217,133
compa_216_jpg.rf.6ce94ed911c7d0c38144cba11c11a7cc.jpg,224,224,compa,58,48,180,138
calculator_31_jpg.rf.6d0a7973f7bea506c928851dc7372d57.jpg,224,224,calculator,24,26,190,192
calculator_78_jpg.rf.6d0dce6ede1249c109b58023be330e65.jpg,224,224,calculator,7,38,213,224
pens_101_jpg.rf.6d11eaae9e20f28bd864a6efd4ab91c8.jpg,224,224,pen,46,52,198,144
compa_165_jpg.rf.6d1bb77540d421793a9ba88be2b925bc.jpg,224,224,compa,39,65,200,183
calculator_70_jpg.rf.6d216ab15809494c671452ee932a7757.jpg,224,224,calculator,13,0,202,223
calculator_63_jpg.rf.6d2c26309d6eee9b65947133ac36aa2a.jpg,224,224,calculator,25,12,191,203
calculator_116_jpg.rf.6d858609904f8780a5c28470425240c9.jpg,224,224,calculator,69,54,173,178
compa_156_jpg.rf.6db1ce1ecfea0450c9801a7154a9e186.jpg,224,224,compa,67,40,152,181
ruler_112_jpg.rf.6d14248cf490ebf1d27f0df39a9878fe.jpg,224,224,ruler,97,9,128,218
pens_63_jpg.rf.6e1b85d2da017bde70a7b515e4bec3fe.jpg,224,224,pencil,5,102,217,122
calculator_54_jpg.rf.6e2cde0317ce30d4d803c0b8e7940bd1.jpg,224,224,calculator,70,1,167,199
pens_173_jpg.rf.6e2ea57608ca7bbd133ff3828583a9b7.jpg,224,224,pen,30,77,201,143
pencil_90_jpg.rf.6de2a5e29f84779a0e6d2d9b04478bd0.jpg,224,224,pencil,33,33,191,189
ruler_69_jpg.rf.6e60c2da52c7aa3110e0fb322d741351.jpg,224,224,ruler,5,90,219,135
ruler_92_jpg.rf.6ef7e1657a2227522d88988b67f130d5.jpg,224,224,ruler,19,98,219,143
ruler_221_jpg.rf.6f41ae47e3cc169d2fda5a1139a094c6.jpg,224,224,ruler,11,120,141,224
calculator_95_jpg.rf.6f0d08fd28aa7f8eb58ccb5de5242445.jpg,224,224,calculator,51,55,169,185
pencil_144_jpg.rf.6f197f5fa46cac9e39344d19685d5ed1.jpg,224,224,pencil,104,35,155,176
pencil_201_jpg.rf.6f151770b4db0765e5cd32f730a3b7ed.jpg,224,224,pencil,91,14,173,198
compa_10_jpg.rf.6e69d0344882107c2c8b99874d408391.jpg,224,224,compa,52,13,159,210
pencil_39_jpg.rf.6f527562add36624d3ac76da2a906259.jpg,224,224,pencil,108,9,118,214
pens_41_jpg.rf.6f5e2172ba9de713f4931ec514f2f4f4.jpg,224,224,pen,29,108,197,129
compa_202_jpg.rf.6f8b5746767e49aa250b2563d8c50e70.jpg,224,224,compa,31,79,199,133
pens_31_jpg.rf.6f6a7b1791d6c8d8c40aad17563b3ca8.jpg,224,224,pen,101,0,122,223
pencil_106_jpg.rf.6f5f6e6659ffe3155bb8a9994f80ab98.jpg,224,224,pencil,42,17,175,148
pencil_67_jpg.rf.6f76ef4f3a6d7ce6de20422e6a6eba80.jpg,224,224,pencil,7,104,219,115
ruler_238_jpg.rf.6feb6b58419d27e1524d324e9f7e989b.jpg,224,224,ruler,72,38,144,164
pencil_161_jpg.rf.6fcf83fedecd8f655b1a0b5612779a4d.jpg,224,224,pencil,73,37,132,194
compa_50_jpg.rf.6fa9163268a73ef17ede1ce5c526454b.jpg,224,224,compa,25,6,155,222
compa_50_jpg.rf.6fa9163268a73ef17ede1ce5c526454b.jpg,224,224,pencil,85,24,203,174
pencil_227_jpg.rf.70345dd8d0f6c02b5f700713c192730b.jpg,224,224,pencil,24,85,188,193
pens_34_jpg.rf.6ff021e38d19381f1df06447ed8f2e8f.jpg,224,224,pen,103,3,119,219
pens_237_jpg.rf.702a18be2bcfc7967c709aa3d6b7d538.jpg,224,224,pen,35,57,167,163
calculator_119_jpg.rf.7034833a2b6f2dece32f1496dc81aa05.jpg,224,224,calculator,2,8,221,220
pens_115_jpg.rf.706a9b709fc1ad7980ee411b7d184032.jpg,224,224,pen,55,31,149,177
compa_111_jpg.rf.705c2dcfd0441004dc3270579e5dbc5e.jpg,224,224,compa,33,33,146,183
compa_97_jpg.rf.7069fad28e3bafc1c6b39e8119a756cc.jpg,224,224,compa,29,9,191,224
compa_97_jpg.rf.7069fad28e3bafc1c6b39e8119a756cc.jpg,224,224,pencil,142,11,173,140
ruler_248_jpg.rf.70732d9f50ae2c3afb6d5ad2bf91098c.jpg,224,224,ruler,47,60,189,200
pencil_4_jpg.rf.70d5f497e81311dfbcbb37736260b398.jpg,224,224,pencil,6,106,220,117
calculator_180_jpg.rf.707ffad80d999e2229011462845488c4.jpg,224,224,calculator,19,21,199,206
ruler_178_jpg.rf.70f444882edd344af3c65b1a21881328.jpg,224,224,ruler,0,157,224,181
pens_188_jpg.rf.708cb3e3b58085624e7fa52a7cf1011d.jpg,224,224,pen,97,72,137,188
pencil_238_jpg.rf.710400c71156e7ab269a85187dbb6144.jpg,224,224,pencil,25,83,209,149
ruler_62_jpg.rf.70f2f93817cb0914f2ef5ec0ecf6a815.jpg,224,224,ruler,28,11,197,212
ruler_6_jpg.rf.7109975ea40aec780d0e59be846f7c00.jpg,224,224,ruler,22,24,201,199
ruler_22_jpg.rf.712c9fd27c539b097e12ec8d44d1aa10.jpg,224,224,ruler,69,7,158,215
pencil_32_jpg.rf.7106701773d73ae46a0a1344a24c1163.jpg,224,224,pencil,27,30,195,198
calculator_17_jpg.rf.7150e41023bee5f43396d7fb1e582bf5.jpg,224,224,calculator,2,54,222,168
pencil_230_jpg.rf.71cbb104a1ce24e238fb23c51292f5bd.jpg,224,224,pencil,103,20,123,199
ruler_57_jpg.rf.71988fca757b6e56901c691b5e50f475.jpg,224,224,ruler,2,97,223,129
ruler_150_jpg.rf.71a0baac0b6798f4d8465d98a4cfad04.jpg,224,224,ruler,133,1,205,169
pens_27_jpg.rf.713e0d6b14b6fa6157108c6064b73b0a.jpg,224,224,pen,101,18,123,212
ruler_1_jpg.rf.72210b9a1e3bfa5bcf89bedc18049de9.jpg,224,224,ruler,7,8,219,219
pencil_216_jpg.rf.7213ab843b5c9d6ac85fec76eed9894d.jpg,224,224,pencil,68,25,140,221
compa_246_jpg.rf.71e88645721d5031707ce48585d17274.jpg,224,224,compa,56,43,191,182
pens_202_jpg.rf.7202629d49610e290e1a43b62f1248a4.jpg,224,224,pen,11,110,185,127
compa_186_jpg.rf.724477035146ac1e22ffbdbe3faad34d.jpg,224,224,compa,73,95,194,157
compa_205_jpg.rf.72c6c59f37382beb0acad1d2f16ec463.jpg,224,224,compa,43,41,151,182
compa_230_jpg.rf.72d69f97500f62b0a8c227e22b6f4a89.jpg,224,224,compa,67,52,133,151
pencil_175_jpg.rf.732262c6ae9e4bf9771f6d35d68684b5.jpg,224,224,pencil,78,24,152,176
pencil_203_jpg.rf.72ddfde62844c284c98f27e757aca2ff.jpg,224,224,pencil,10,78,187,114
pencil_108_jpg.rf.7336a99976a90a00e95a3a177b1a2e7e.jpg,224,224,pencil,34,55,205,145
ruler_130_jpg.rf.738298c683aa02fadfb888258b8f66e7.jpg,224,224,ruler,89,55,107,205
pens_139_jpg.rf.73655e0c30b961ddcf16e9c092d0353d.jpg,224,224,pen,6,84,216,134
pencil_222_jpg.rf.73798e8e9f7792f743de02505fb39d91.jpg,224,224,pencil,45,26,166,180
pens_217_jpg.rf.738afe3780dc0e4995760d9f607e2317.jpg,224,224,pen,44,64,190,161
pencil_213_jpg.rf.739efb792ec2eeedd6c4bc958808a00a.jpg,224,224,pencil,71,16,165,205
pens_10_jpg.rf.73a64e8d6dd86c3d16bb974aa629b88a.jpg,224,224,pen,80,4,126,222
ruler_227_jpg.rf.73993590a016b204584f7ac3da93f8cb.jpg,224,224,ruler,33,12,187,213
compa_73_jpg.rf.73f3bdb82e7743d702fb4f0ec236363d.jpg,224,224,compa,71,8,153,209
pencil_14_jpg.rf.73b9fffbeb37a1e2436812115c2ee46e.jpg,224,224,pencil,25,107,203,117
ruler_152_jpg.rf.7406684f1be373dad7cb67ef71e78f92.jpg,224,224,ruler,10,48,213,177
ruler_79_jpg.rf.742ba6f69cb82ca78622a5c6e7c094b7.jpg,224,224,ruler,19,3,195,220
pencil_12_jpg.rf.74078176e0ee5ddd498b43402bc5c744.jpg,224,224,pencil,4,97,219,109
pencil_51_jpg.rf.749d16990a25ccfd889ed3fd613bf1bb.jpg,224,224,pencil,15,84,210,143
compa_90_jpg.rf.7490d47a5253861bc084d36bb3675c44.jpg,224,224,compa,26,68,211,175
compa_90_jpg.rf.7490d47a5253861bc084d36bb3675c44.jpg,224,224,pencil,117,121,207,149
compa_79_jpg.rf.74b65b488f82fd8ad8dc5a8aecea29a9.jpg,224,224,compa,2,0,223,200
compa_79_jpg.rf.74b65b488f82fd8ad8dc5a8aecea29a9.jpg,224,224,pencil,55,126,222,185
pencil_84_jpg.rf.74b21464305db39d9fa328a3c9c54d72.jpg,224,224,pencil,21,22,206,193
pencil_22_jpg.rf.74df4db27ff5bcf2d1f03b7caedb9415.jpg,224,224,pencil,50,4,174,222
pens_240_jpg.rf.74f74d267077f9ac39d7745c23da0e6c.jpg,224,224,pen,3,97,193,114
compa_159_jpg.rf.74f84c2f506b6bc1d33fbf28268553c7.jpg,224,224,compa,48,79,196,133
ruler_157_jpg.rf.758f52b29559cbe0725655b01632a007.jpg,224,224,ruler,5,32,216,63
pens_91_jpg.rf.7549c7416be290eb3a56fcff8797bdca.jpg,224,224,pen,102,9,123,222
compa_107_jpg.rf.759034ce177092bf3416edf7c392b8a7.jpg,224,224,compa,56,33,155,173
calculator_19_jpg.rf.75b7312edd6f76c4810063a5e7531a57.jpg,224,224,calculator,35,18,163,210
pens_106_jpg.rf.754828c0c685e40eab13cba5df27bc19.jpg,224,224,pen,32,55,202,133
pens_206_jpg.rf.75f4a25a6deb8b42186b3396a92e5ad9.jpg,224,224,pen,37,70,205,159
calculator_88_jpg.rf.75e2e1b2482fcb9c2d7d38a912961f3b.jpg,224,224,calculator,48,11,173,215
pencil_110_jpg.rf.75de94d6b7d6f952283f339cdc62cfec.jpg,224,224,pencil,94,43,117,162
ruler_209_jpg.rf.7606508d2bfa3439211380051abd047b.jpg,224,224,ruler,140,109,214,203
pens_170_jpg.rf.75ff8e6472fdf779c8c38cd6d243f641.jpg,224,224,pen,21,72,198,139
pens_84_jpg.rf.764b8ebd899cfc5bed2605d3ace0e7a6.jpg,224,224,pen,22,79,200,152
pencil_16_jpg.rf.765ebc15dd644cc8690359e914103abc.jpg,224,224,pencil,105,10,119,212
ruler_108_jpg.rf.76c5166276d0fe68c62f2f6172086ce9.jpg,224,224,ruler,80,38,116,195
pencil_77_jpg.rf.76b1a4ca35a6db6d4a20c58f12e12241.jpg,224,224,pencil,29,109,215,119
calculator_95_jpg.rf.76608393adee6a124bfb7dad63fb7bfa.jpg,224,224,calculator,51,55,169,185
pencil_114_jpg.rf.76ce2bfb2e436b906605e407c5988443.jpg,224,224,pencil,88,10,161,170
pens_73_jpg.rf.76cf5b43b525c375576ec722ce06dc17.jpg,224,224,pen,3,102,219,123
ruler_23_jpg.rf.7716e5616c6b6ab033ebdc2b8a9eb4f8.jpg,224,224,ruler,68,18,172,213
calculator_133_jpg.rf.773626e6eba74dff9adb6bfad1d8c3a6.jpg,224,224,calculator,36,61,196,196
pens_176_jpg.rf.77256c7a32f7f7b400cdc174471c25fa.jpg,224,224,pen,48,67,180,103
ruler_59_jpg.rf.773fabc1233eed93e7ed9e196e46d3e7.jpg,224,224,ruler,99,20,127,205
calculator_163_jpg.rf.7722aaafabac6a34c7e6b373acac8070.jpg,224,224,calculator,98,0,139,212
compa_192_jpg.rf.77be82cc8bd2bc58949175e09f429be2.jpg,224,224,compa,50,98,173,170
calculator_180_jpg.rf.77cbc97f96929cd895912cdaf1b78c6b.jpg,224,224,calculator,19,21,199,206
ruler_164_jpg.rf.7814e3f930871226f541e6246769e44d.jpg,224,224,ruler,36,69,192,146
calculator_177_jpg.rf.780998ef37de11f85e2c5d3cd3401a17.jpg,224,224,calculator,24,0,192,224
calculator_238_jpg.rf.77bad7fe57340cc8d99641d8f7c65ecf.jpg,224,224,calculator,18,0,196,224
ruler_181_jpg.rf.77a98f6a98bf7441189eb88c7ea7aae8.jpg,224,224,ruler,81,26,117,218
pencil_80_jpg.rf.7860e86c9e5717603d185605c4105f88.jpg,224,224,pencil,99,12,123,214
ruler_223_jpg.rf.789662e5c225ccd6a058a48476a2a6b3.jpg,224,224,ruler,88,80,200,170
calculator_3_jpg.rf.7879d4d2d9807638964c22c0a7465c94.jpg,224,224,calculator,34,65,172,167
pencil_82_jpg.rf.78755a3ff75a7ccb0c9f81e371b1f0f6.jpg,224,224,pencil,3,57,221,154
calculator_140_jpg.rf.78b5ec10558072df95148f0cc39f6456.jpg,224,224,calculator,0,0,223,222
pens_107_jpg.rf.791c21eda8e2b7e52359baccbd043bc1.jpg,224,224,pen,84,33,108,217
ruler_13_jpg.rf.792ace59242daf202eaa70accc7ecf79.jpg,224,224,ruler,14,14,210,209
pencil_205_jpg.rf.7923e78abda16c24af5e1855eb16f6f3.jpg,224,224,pencil,8,43,182,140
pencil_144_jpg.rf.7973a510835c071caf0455210d0e8aed.jpg,224,224,pencil,70,49,120,190
pens_108_jpg.rf.7988fa0004d1878756263c77d0d4459b.jpg,224,224,pen,23,113,201,141
pens_111_jpg.rf.794def1ebed485db2edd1c13991a9a24.jpg,224,224,pen,78,39,156,155
pencil_117_jpg.rf.79699c6e6071c8ec25ee6febb791bc48.jpg,224,224,pencil,79,39,184,165
compa_91_jpg.rf.798dd47a2edc2f98d6dcfbef6f2a0f85.jpg,224,224,compa,38,0,189,222
ruler_143_jpg.rf.78b2620e2e90a081bd0282d403a85fea.jpg,224,224,ruler,27,40,151,195
pens_98_jpg.rf.7a300d7ed21d8e4fc152d80795b83ac3.jpg,224,224,pen,100,11,125,217
pens_107_jpg.rf.7a2f155a8f053891daab138166c46458.jpg,224,224,pen,33,116,217,140
pencil_50_jpg.rf.7a818773789fb7dd8a170a27bae644a1.jpg,224,224,pencil,105,17,118,205
pens_199_jpg.rf.7a44df85ea9da3da69368b2906fe07d5.jpg,224,224,pen,46,51,178,143
pencil_22_jpg.rf.7a95bb32febe744d4cdfc09286d7951d.jpg,224,224,pencil,2,50,220,175
calculator_219_jpg.rf.7a75eea3134bbf4d3b89030beecaac20.jpg,224,224,calculator,19,12,169,208
pencil_58_jpg.rf.7ad001cce08fc7fc6b0841a5ef2ed5c1.jpg,224,224,pencil,15,17,204,205
pencil_126_jpg.rf.7b01d9be0797221e37c796584fc6627f.jpg,224,224,pencil,105,18,139,171
compa_208_jpg.rf.7b05b586d34241f7f3b2b851f92f11d0.jpg,224,224,compa,31,71,207,133
compa_13_jpg.rf.7aa8f781c63871cdcbf828862e6ec836.jpg,224,224,compa,26,9,210,209
pens_35_jpg.rf.7b3567b23cc2171d95773f5b15c2a854.jpg,224,224,pen,103,2,120,219
pencil_209_jpg.rf.7b57535a41c17677774ce93418135a46.jpg,224,224,pencil,87,21,141,206
calculator_21_jpg.rf.7b68341b42813b855f24e05a4b4333ca.jpg,224,224,calculator,50,1,173,224
calculator_145_jpg.rf.7b693616284e92b0122d9426dff42292.jpg,224,224,calculator,44,8,187,222
pencil_19_jpg.rf.7b9c136d32843596aba175226caca8c6.jpg,224,224,pencil,10,41,212,185
ruler_140_jpg.rf.7b638d3314b2b6c527e5df6194beb998.jpg,224,224,ruler,51,9,163,188
ruler_52_jpg.rf.7b78dfb0d551e460669c3e73994dde81.jpg,224,224,ruler,23,98,200,125
pencil_232_jpg.rf.7ba477cffde0023929795e696df21061.jpg,224,224,pencil,82,57,149,157
pencil_24_jpg.rf.7b851575118dbb1081647be7b9fba979.jpg,224,224,pencil,35,36,185,186
pens_216_jpg.rf.7bf00588e19b107d5a4abdabad16d9a0.jpg,224,224,pen,107,26,149,219
pencil_114_jpg.rf.7bafb4f3c7af80573c3dedefc83924c2.jpg,224,224,pencil,54,88,214,162
pencil_75_jpg.rf.7c11066cf46f849b50acbac7e4060938.jpg,224,224,pencil,104,1,116,220
pens_129_jpg.rf.7c49ecab877c66b7a75dcb05da346774.jpg,224,224,pen,21,38,121,168
ruler_157_jpg.rf.7c5f48b5f1b9b010c3ed6ce10b414e33.jpg,224,224,ruler,32,8,64,219
compa_234_jpg.rf.7c5d38b7c83777bfd063b13c31f41def.jpg,224,224,compa,75,29,152,202
calculator_40_jpg.rf.7c9b61e62ecebabe71a07f4c7b4f218a.jpg,224,224,calculator,41,55,177,194
calculator_61_jpg.rf.7c49cc542946e0af2de2c423c797e307.jpg,224,224,calculator,1,0,218,215
pens_144_jpg.rf.7cab67fdaceb409de57867cb438bba31.jpg,224,224,pen,87,44,139,205
pencil_7_jpg.rf.7c6b9f5c9cba23f38e3c791e77969ac4.jpg,224,224,pencil,6,66,214,157
calculator_195_jpg.rf.7c9cff34adaa3f1ba3b056bf6d383cde.jpg,224,224,calculator,0,8,208,218
pencil_90_jpg.rf.7cd36d7c623d35fbfb9e79043874b3bc.jpg,224,224,pencil,33,33,190,189
ruler_182_jpg.rf.7d0445ed7c90ec6ea16d3bee348f2d03.jpg,224,224,ruler,0,55,213,91
compa_185_jpg.rf.7d2c60b1ce542d5daa6e1e55580357a7.jpg,224,224,compa,82,25,140,189
calculator_60_jpg.rf.7d34aaead4b72a231340f9a7de89482b.jpg,224,224,calculator,59,1,203,207
pencil_139_jpg.rf.7d76a6b5cb93403a9af0fbf2e2d70871.jpg,224,224,pencil,83,20,119,184
pens_217_jpg.rf.7d480b716cdbb35dea17649cab72d3d1.jpg,224,224,pen,64,43,161,190
pencil_39_jpg.rf.7d4cf8aec7c334e6c5bd38cf496eadb8.jpg,224,224,pencil,9,107,214,117
compa_128_jpg.rf.7d5df8aac0013b14f53c9412ff847a70.jpg,224,224,compa,75,57,164,183
ruler_195_jpg.rf.7dd5ae86f16e6ee0a1c418e267345274.jpg,224,224,ruler,102,20,216,123
compa_202_jpg.rf.7d98b72dc9f012d3fe5789d27e8396e7.jpg,224,224,compa,79,26,133,194
